NIDID,Dam_Name,Insp_Date,Submit_Date,River,City_02,County,State,Cong_Dist,Cong_Rep,Party,Owner_Type,Owner_Name,Year_Comp,Year_Mod,Private_Dam,NPDP_Hazard,Permit_Auth,Insp_Auth,Enfrc_Auth,Juris_Dam,NID_Height,NID_Storage,Dam_Length,Max_Discharge,Drain_Area,Dam_Designer,EAP,Insp_Freq,St_Reg_Dam,St_Reg_Agncy,Volume,Fed_Fund,Fed_Design,Fed_Con,Fed_Reg,Fed_Insp,Srce_Agncy,Oth_StrucID,Num_Struc,Longitude,Latitude
VA08906,LEATHERWOOD CREEK DAM #4,2009-02-18,2013-03-12,WET BRANCH,CHATMOSS COUNTRY CLUB,HENRY,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,BLUE RIDGE SWCD,1964,0,N,LOW,Y,Y,Y,Y,42,432,330,2220,2,USDA NRCS,Y,0,Y,DCR,32740,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-79.76,36.7433
MD00031,LITTLE DEER CREEK SITE 1,2009-11-05,2013-02-04,CATTAIL BRANCH,ROCKS STATE PARK,HARFORD,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,HARFORD COUNTY DPW,1958,1958,N,SIGNIFICANT,Y,Y,Y,Y,45,210,385,930,0.7,USDA NRCS,Y,1,Y,MD DAM SAFETY,37300,USDA NRCS,USDA NRCS,USDA NRCS,,USDA NRCS,MD,,0,-76.5007,39.6328
VA01527,LOWER WALLACE DAM,,2013-03-12,POOR CREEK,RIVERMONT,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,KILBRIDE INTERNATIONAL,1967,,N,LOW,Y,Y,Y,Y,23,160,450,,3.8,,Y,0,Y,DCR,,,,,,,VA,,0,-79.135,38.0083
VA04114,MARGARET DAM,2007-02-15,2013-03-12,SECOND BRANCH,COLONIAL HEIGHTS,CHESTERFIELD,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,ROPER BROTHERS LUMBER CO.,1922,,N,LOW,Y,Y,Y,Y,17,410,160,,19.8,,Y,0,Y,DCR,,,,,,,VA,,0,-77.528,37.3205
VA14718,MOTTLEY DAM,2009-08-21,2013-03-12,LONG BRANCH,FARMVILLE,PRINCE EDWARD,VA,VA05,ROBERT HURT (R),R,PRIVATE,TOWN OF FARMVILLE,1968,,N,LOW,Y,Y,Y,Y,28,475,315,15700,1.64,,Y,0,Y,DCR,34568,,USDA NRCS,,,,VA,,0,-78.4783,37.3283
VA15903,MT. AIRY DAM,,2013-03-12,TRIB. CAT POINT CREEK,TAPPAHANNOCK,RICHMOND,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,HENRY G. TAYLOR,1800,,N,LOW,Y,Y,Y,Y,14,103,,,,,N,0,Y,DCR,,,,,,,VA,,0,-76.7985,37.9826
VA08901,PHILPOTT DAM,2008-08-05,2013-02-27,SMITH RIVER,BASSETT,HENRY,VA,VA05,ROBERT HURT (R),R,FEDERAL,CESAW,1953,,N,HIGH,N,N,N,N,220,318300,920,70000,212,COE,Y,5,N,DCR,324000,CE,CE,CE,CE,CE,CE,,0,-80.0283,36.7833
MD00138,POTOMAC RIVER DAM #5,2010-12-15,2013-02-04,POTOMAC RIVER,WILLIAMSPORT,WASHINGTON,MD,WV02,SHELLEY MOORE CAPITO (R),R,FEDERAL,US DOI NPS C&O CANAL NAT HIST PARK,1850,"1993,F",N,,Y,Y,Y,Y,20,44300,811,340000,5100,UNKNOWN,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.9233,39.605
VA03707,ROANOKE CREEK DAM # 49A,2010-06-28,2013-03-12,LITTLE HORSEPEN CREEK,RANDOLPH,CHARLOTTE,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,SOUTHSIDE SWCD,1963,,N,LOW,Y,Y,Y,Y,35,2130,502,2575,5.7,USDA NRCS,Y,0,Y,DCR,29000,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.6,36.9133
VA03709,ROANOKE CREEK DAM # 67,2010-06-28,2013-03-12,HILLS CREEK,DRAKES BRANCH,CHARLOTTE,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,SOUTHSIDE SWCD,1960,,N,LOW,Y,Y,Y,Y,33,1470,775,4146,3.9,USDA NRCS,Y,0,Y,DCR,38000,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.535,37.1016
VA03713,ROANOKE CREEK DAM #54,2010-06-28,2013-03-12,UPPER ROANOKE CREEK,DRAKES BRANCH,CHARLOTTE,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,SOUTHSIDE SWCD,1968,,N,LOW,Y,Y,Y,Y,38,2798,985,2050,7.4,USDA NRCS,Y,0,Y,DCR,66530,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.565,37.1116
VA08502,SOUTH ANNA #52 B,1998-03-02,2013-03-12,MILL CREEK,CASCO,HANOVER,VA,VA07,ERIC CANTOR (R),R,LOCAL GOVERNMENT,HANOVER-CAROLINE SWCD,1973,,N,LOW,Y,Y,Y,Y,34,2019,791,3217,4.92,USDA NRCS,Y,0,Y,DCR,62980,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-77.73,37.75
VA03307,TRAVIS LOWER LAKE,2010-09-20,2013-02-27,GOLDENVALE CREEK TR,,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,FORT A P HILL,1966,,N,LOW,Y,Y,Y,Y,20,171,458,746,2.68,ARMY,Y,5,Y,DCR,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.3243,38.1534
VA07912,TWIN LAKES DAM #2,2011-02-14,2013-03-12,QUARTER CREEK,ADVANCE MILLS,GREENE,VA,VA05,ROBERT HURT (R),R,PRIVATE,TWIN LAKES OWNERS ASSOCIATION,1976,,N,LOW,Y,Y,Y,Y,34,658,1000,,3.9,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-78.4416,38.25
VA01516,UPPER WALLACE DAM,1998-01-29,2013-03-12,POOR CREEK,RIVERMONT,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,KILBRIDE INTERNATIONAL,1967,,N,LOW,Y,Y,Y,Y,37,500,325,,3.7,,Y,0,Y,DCR,,,,,,,VA,,0,-79.14,38.0016
VA05104,WHITE OAK CREEK DAM,2005-06-13,2013-03-12,WHITE OAK CREEK,NORLAND,DICKENSON,VA,VA09,H. MORGAN GRIFFITH (R),R,PRIVATE,CAMP JACOB INC.,1967,,N,SIGNIFICANT,Y,Y,Y,Y,29,240,640,,1,USDA SCS - CHARLES MCDOWELL 1966,Y,0,Y,DCR,,,,,,,VA,,0,-82.55,37.1816
VA04914,ATKINS DAM,,2013-03-12,TR-DRY CREEK,FARMVILLE,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,LANDON G. ATKINS,1963,,N,LOW,Y,Y,Y,Y,11,81,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.395,37.3533
VA15309,BAGLEY DAM,,2013-03-12,TR-CEDAR RUN,CAMP UPSHUR,PRINCE WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,BAGLEY,1962,,N,LOW,Y,Y,Y,Y,15,60,550,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.5783,38.64
VA11308,BEAUTIFUL RUN DAM #11,2011-03-02,2013-03-12,TR-BEAUTIFUL RUN,MADISON MILLS,MADISON,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,CULPEPER SWCD,1968,,N,LOW,Y,Y,Y,Y,30,309,286,2600,1.44,USDA NRCS,Y,0,Y,DCR,13870,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.1916,38.3
MD00005,BRIGHTON,2012-09-07,2013-02-28,PATUXENT RIVER,LAUREL,MONTGOMERY,MD,MD03,JOHN P. SARBANES (D),D,LOCAL GOVERNMENT,WASHINGTON SUBURBAN SANITARY COMMISSION,1943,,N,HIGH,Y,Y,Y,Y,82,19560,995,83000,77,,Y,1,Y,MD DAM SAFETY,,,,,FERC,FERC,FERC,,1,-77.0055,39.1934
VA06139,BROCKETT DAM,,2013-03-12,TR-BOLLING RUN,RECTORTOWN,FAUQUIER,VA,VA05,ROBERT HURT (R),R,PRIVATE,WILLIAM R. BROCKETT,1951,,N,LOW,Y,Y,Y,Y,16,77,250,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.9,38.9
VA03347,BULLOCK'S POND,2010-09-20,2013-02-27,GOLDENVALE CREEK TR,PORT ROYAL,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,FORT A P HILL,1978,,N,LOW,N,N,N,N,25,95,322,,0.19,ARMY,Y,5,N,,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.34,38.15
VA00347,CHISHOLM DAM UPPER FARM,1996-07-12,2013-03-12,TR-BEAVERDAM CREEK,ADVANCE MILLS,ALBEMARLE,VA,VA05,ROBERT HURT (R),R,PRIVATE,MARY JANE CHISHOLM,1977,,N,LOW,Y,Y,Y,Y,36.79,352,250,,0.95,,Y,0,Y,DCR,,,,,,,VA,,0,-78.5166,38.2083
VA06117,CLIFTON FARM LOWER DAM,2009-03-15,2013-03-12,TR-CEDAR RUN,WARRENTON,FAUQUIER,VA,VA05,ROBERT HURT (R),R,PRIVATE,INTERNATIONAL ACADEMY FOR PREVENTIVE MEDICINE,1969,,N,,Y,Y,Y,Y,22,62.29,350,,0.48,,Y,0,Y,DCR,,,USDA NRCS,,,,VA,,0,-77.7983,38.78
MD00064,CLINTON REGIONAL PARK DAM,2012-04-05,2013-02-04,BUTLER BRANCH,PISCATAWAY,PRINCE GEORGES,MD,MD05,STENY H. HOYER (D),D,LOCAL GOVERNMENT,MNCPPC-COSCA PARK,1970,1970,N,SIGNIFICANT,Y,Y,Y,Y,28,356,515,17600,2.5,GREENHORNE AND O'MARA,Y,1,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.9154,38.7349
MD00097,CONOWINGO,2012-07-10,2013-02-28,SUSQUEHANNA RIVER,PORT DEPOSIT,HARFORD,MD,MD01,ANDY HARRIS (R),R,PUBLIC UTILITY,"EXELON GENERATION COMPANY, LLC",1928,1978S,N,HIGH,Y,Y,Y,Y,94,310000,4648,1170000,27083,STONE & WEBSTER ENGINEERING CORP.,Y,1,Y,MD DAM SAFETY,,,,,FERC,FERC,FERC,,1,-76.1735,39.661
VA09505,DEER LAKE DAM,,2013-03-12,TRIB. TO YARMOUTH CREEK,CHICKAHOMINY RIVER,JAMES CITY,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,LENNAR CORP.,1967,,N,,Y,Y,Y,Y,35,120,385,2177,,,NR,0,Y,DCR,23876,,USDA NRCS,,,,VA,,0,-76.79,37.345
VA01701,DOUTHAT LAKE DAM,2005-02-04,2013-03-12,WILSON CREEK,CLIFTON FORGE,BATH,VA,VA06,BOB GOODLATTE (R),R,STATE,"VA DCR, DIVISION OF STATE PARKS",1936,,N,HIGH,Y,Y,Y,Y,55,1450,676,,16.4,,Y,0,Y,DCR,,,,,,,VA,,0,-79.8033,37.9033
VA17709,FAWN LAKE DAM,2010-01-06,2013-03-12,GREENFIELD CREEK,SPOTSYLVANIA,SPOTSYLVANIA,VA,VA07,ERIC CANTOR (R),R,PRIVATE,NTS VIRGINIA DEVELOPMENT CO.,1975,,N,SIGNIFICANT,Y,Y,Y,Y,63,7472,2400,,4.14,QUIBLE AND ASSOC,Y,0,Y,DCR,,,,,,,VA,,0,-77.715,38.2583
VA15509,GATEWOOD DAM,2004-12-30,2013-03-12,PEAK CREEK,PULASKI,PULASKI,VA,VA09,H. MORGAN GRIFFITH (R),R,LOCAL GOVERNMENT,TOWN OF PULASKI,1958,,N,HIGH,Y,Y,Y,Y,57,3630,408,,15.6,,Y,0,Y,DCR,,,,,,,VA,,0,-80.86,37.0383
VA00908,GRAHAM CREEK RES. DAM #1,2011-05-07,2013-03-12,GRAHAM CREEK,LYNCHBURG,AMHERST,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,COUNTY OF AMHERST,1967,,N,SIGNIFICANT,Y,Y,Y,Y,44.89,1630,530,8000,6.6,,Y,0,Y,DCR,12000,,USDA NRCS,,,,VA,,0,-79.1666,37.49
VA17711,GRANT LAKE DAM,2007-04-04,2013-03-12,WIDOW TAPP SPRING,MINE RUN,SPOTSYLVANIA,VA,VA07,ERIC CANTOR (R),R,PRIVATE,LAKE WILDERNESS PROP. OWNERS ASSOC.,1967,,N,SIGNIFICANT,Y,Y,Y,Y,29.39,300,600,,0.62,"MARTIN, CLIFFORD AND ASSOC.",Y,0,Y,DCR,,,,,,,VA,,0,-77.7318,38.3
VA18106,GRAY DAM,,2013-03-12,TR-BAILEY BRANCH,CLAREMONT,SURRY,VA,VA03,ROBERT C. ???BOBBY??? SCOTT (D),D,PRIVATE,FLMON GRAY,1820,,N,,Y,Y,Y,Y,20,50,303,1915,,,NR,0,Y,DCR,10000,,USDA NRCS,,,,VA,,0,-77.0133,37.1883
MD00168,HAMPSTEAD INDUSTRIAL CENTER DAM,2010-05-13,2013-02-04,TR-DEEP RUN,FINKSBURG,CARROLL,MD,MD01,ANDY HARRIS (R),R,PRIVATE,"BLACK & DECKER, US, INC.",1956,"1965,H",N,LOW,Y,Y,Y,Y,28,98,575,670,0.2,BENJAMIN E. BEAVIN CO (1965 MODIFICATIONS),NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.851,39.5875
VA01922,IVY HILL DAM,2008-02-02,2013-03-12,IVY CREEK,LYNCHBURG,BEDFORD,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,LIBERTY UNIVERSITY,1984,,N,HIGH,Y,Y,Y,Y,68,6989,900,,9.6,J.A. GUSTIN & ASSOC.,Y,0,Y,DCR,,,,,,,VA,,0,-79.31,37.3933
MD00069,JENNINGS RANDOLPH DAM,2008-11-06,2013-02-27,NORTH BRANCH POTOMAC RIVER,"BLOOMINGTON, MARYLAND",GARRETT,MD,MD06,JOHN K. DELANEY (D),D,FEDERAL,CENAB,1981,,N,HIGH,Y,Y,Y,Y,296,130900,2130,193000,263,CENAB,Y,5,Y,MD DAM SAFETY,10000000,CE,CE,CE,CE,CE,CE,,0,-79.0716,39.4802
VA05101,JOHN W FLANNAGAN DAM,2011-12-12,2013-02-27,POUND RIVER,ELKHORN CITY,DICKENSON,VA,VA09,H. MORGAN GRIFFITH (R),R,FEDERAL,CELRH,1963,,N,HIGH,N,N,N,N,250,145700,916,246700,221,CELRH,Y,5,N,,2385900,CE,CE,CE,CE;FERC,CE;FERC,CE,,0,-82.345,37.2333
MD00169,JOSEPH A. BANKS SWM POND,2010-05-13,2013-02-04,TR-DEEP RUN,FINKSBURG,CARROLL,MD,MD01,ANDY HARRIS (R),R,PRIVATE,JOS A BANK MFG COMPANY INC.,1975,1975,N,LOW,Y,Y,Y,Y,15,77,779,1000,0.2,"TRACY ENGINEERS, INC.",NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.847,39.588
MD00194,LAKE PLACID DAM,2012-09-05,2013-02-04,TR-MUDDY BRANCH,TOBYTOWN,MONTGOMERY,MD,MD06,JOHN K. DELANEY (D),D,LOCAL GOVERNMENT,CITY OF GAITHERSBURG,1963,"2009,S",N,LOW,Y,Y,Y,Y,26,100,1040,323,0.5,JAMES H. LUDLOW ASSOC.,Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.2366,39.11
VA06901,LAKE SERENE DAM,2011-10-20,2013-03-12,BABBS RUN,DEHAVEN,FREDERICK,VA,VA10,FRANK R. WOLF (R),R,PRIVATE,"LAKE SERENE, INC.",1966,,N,LOW,Y,Y,Y,Y,24,400,350,,5.05,BILL BUTLER/ HENRY BRASWITH,Y,0,Y,DCR,,,,,,,VA,,0,-78.195,39.2666
VA06903,LAKE ST. CLAIR DAM,2011-02-17,2013-03-12,BABBS RUN,DEHAVEN,FREDERICK,VA,VA10,FRANK R. WOLF (R),R,PRIVATE,LAKE ST. CLAIR PROPERTY OWNERS ASSOCIATION,1960,,N,LOW,Y,Y,Y,Y,23,467,500,,1.32,"PERRY ENGINEERING COMPANY, INC.",Y,0,Y,DCR,,,,,,,VA,,0,-78.2016,39.2766
VA01921,LAKE VISTA DAM #1,2009-03-24,2013-03-12,TRIB - IVY CREEK,LYNCHBURG,BEDFORD,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,LAKE VISTA HOMEOWNERS ASSOCIATION,1986,,N,SIGNIFICANT,Y,Y,Y,Y,30,370,260,,2.83,BERKLY-HOWELL&ASSOCIATES,Y,0,Y,DCR,,,,,,,VA,,0,-79.2583,37.395
VA08904,LEATHERWOOD CR. DAM #3,2010-03-04,2013-03-12,W.F.LEATHERWOOD CREEK,US-58,HENRY,VA,VA09,H. MORGAN GRIFFITH (R),R,LOCAL GOVERNMENT,BLUE RIDGE SWCD,1964,,N,SIGNIFICANT,Y,Y,Y,Y,42,2400,407,8120,9.8,USDA NRCS,Y,0,Y,DCR,43600,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-79.7716,36.74
VA08905,LEATHERWOOD CREEK DAM #2A,2010-03-04,2013-03-12,TRIB-W.F.LEATHERWOOD CREEK,US-58,HENRY,VA,VA09,H. MORGAN GRIFFITH (R),R,LOCAL GOVERNMENT,BLUE RIDGE SWCD,1964,,N,SIGNIFICANT,Y,Y,Y,Y,61,1750,400,17855,6.2,"USDA NRCS/THOMPSON AND LITTON, INC. (MOD.)",Y,0,Y,DCR,59230,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-79.8083,36.7383
VA17710,LEE LAKE DAM,2003-09-08,2013-03-12,WILDERNESS RUN,MINE RUN,SPOTSYLVANIA,VA,VA07,ERIC CANTOR (R),R,PRIVATE,LAKE WILDERNESS PROP. OWNERS ASSOC.,,,N,SIGNIFICANT,Y,Y,Y,Y,19,130,450,,0.8,,Y,0,Y,DCR,,,,,,,VA,,0,-77.74,38.3033
VA04113,LEWIS ROAD DAM,,2013-03-12,TRIB. PINEY BRANCH,COLONIAL HEIGHTS,CHESTERFIELD,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,JACK T. SHOOSMITH,1975,,N,LOW,Y,Y,Y,Y,14,99,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.4881,37.342
VA17907,LITTLE LAKE ARROWHEAD DAM,2001-05-08,2013-03-12,TR-AQUIA CREEK,QUANTICO MARINE BASE,STAFFORD,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,LAKE ARROWHEAD CIVIC ASSOCIATION,1965,,N,LOW,Y,Y,Y,Y,22,70,392,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.5483,38.4966
VA03302,LONESOME GULCH DAM,,2013-03-12,CATTLET CREEK,,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,"DOD USA, FT. A.P. HILL",1940,,N,LOW,Y,Y,Y,Y,12,72,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.3478,38.1016
VA16507,LOWER NORTH RIVER #82,2006-04-18,2013-03-12,DRY RIVER,RAWLEY SPRINGS,ROCKINGHAM,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,SHENANDOAH VALLEY SWCD,1980,,Y,HIGH,Y,Y,Y,Y,116,5780,1350,34200,18.8,USDA NRCS,Y,0,Y,DCR,1070860,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-79.1216,38.5883
MD00057,MEADOW RUN DAM,2011-04-26,2013-02-04,MEADOW RUN,"SALISBURY, PA",GARRETT,MD,MD06,JOHN K. DELANEY (D),D,PRIVATE,JUDY ROBINETTE,1969,1969,N,HIGH,Y,Y,Y,Y,25,750,1100,800,1.6,EARTHWORK INC& JOHN DAVIES,Y,1,Y,MD DAM SAFETY,,,,,,,MD,,0,-79.1044,39.684
VA83101,NORTH ANNA CAT I SERVICE WATER DIKE,2012-03-27,2013-02-27,NONE,MINERAL,LOUISA,VA,VA07,ERIC CANTOR (R),R,PUBLIC UTILITY,VIRGINIA POWER COMPANY,1974,,N,LOW,N,N,N,N,37,177,3000,,0.14,,NR,2,N,,,,,,US NRC,US NRC,US NRC,,0,-77.7869,38.0633
DE00050,NOXONTOWN POND DAM,,2013-02-04,APPOQUINIMINK RIVER,ODESSA,NEW CASTLE,DE,DE00,JOHN C. CARNEY JR. (D),D,STATE,DELDOT,1966,,N,LOW,N,N,N,N,14,2610,960,1840,9.78,,NR,0,N,,,,,,,,DE,,0,-75.683,39.4344
VA00320,RED HILL ORCHARD DAM,,2013-03-12,TRIB. HARDWARE RIVER NORTH FORK,CARTERS BRIDGE,ALBEMARLE,VA,VA05,ROBERT HURT (R),R,PRIVATE,R & H PARTNERS LLC,1960,,N,,Y,Y,Y,Y,29,160,200,,,,NR,0,Y,DCR,,,USDA NRCS,,,,VA,,0,-78.6056,37.9488
VA07508,RESERVOIR #1,2010-04-12,2013-03-12,BROAD BRANCH,TUCKAHOO VILLAGE,GOOCHLAND,VA,VA07,ERIC CANTOR (R),R,PRIVATE,"HERMITAGE COUNTRY CLUB, INC.",1961,,N,LOW,Y,Y,Y,Y,27.5,360,485,5741,0.75,,Y,0,Y,DCR,41222,,USDA NRCS,,,,VA,,0,-77.7066,37.645
VA01919,SAUNDERS POND DAM,,2013-03-12,MATTOX CREEK,STONE MOUNTIAN,BEDFORD,VA,VA05,ROBERT HURT (R),R,NOT LISTED,C. D.SAUNDERS,1952,,N,LOW,Y,Y,Y,Y,18,53,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-79.62,37.1433
MD00087,SENECA STATE PARK DAM,2012-09-05,2013-02-04,LONG DRAUGHT BRANCH,DAWSONVILLE,MONTGOMERY,MD,MD06,JOHN K. DELANEY (D),D,STATE,"MD DNR-PUBLIC LANDS, ENGINEERING & CONSTR-SOUTHERN",1975,1975,N,SIGNIFICANT,Y,Y,Y,Y,64,2792,580,2727,2.9,TRANSVIRON INC: JOHN COTTON,Y,1,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.2579,39.1439
VA01509,SOUTH RIVER DAM #6,2011-10-11,2013-03-12,COLD SPRINGS RUN,STUARTS DRAFT,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,HEADWATERS SWCD,1959,,N,HIGH,Y,Y,Y,Y,58,1283,910,9825,4.1,USDA NRCS,Y,0,Y,DCR,148000,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-79.1233,37.9916
VA00361,STILLFRIEDS DAM,,2013-03-12,TRIB.  MILLER CREEK,SCOTTSVILLE,ALBEMARLE,VA,VA05,ROBERT HURT (R),R,PRIVATE,TWO TIMES FIVE LLC,1960,,N,,Y,Y,Y,Y,37,229,410,1300,,,NR,0,Y,DCR,78000,,USDA NRCS,,,,VA,,0,-78.515,37.845
VA15505,THORNHILL DAM,,2013-03-12,TR-BENTLEYS BRANCH,PULASKI,PULASKI,VA,VA09,H. MORGAN GRIFFITH (R),R,NOT LISTED,BERNARD R. SIMMONS,1952,,Y,,N,N,N,N,25,80,505,400,,,NR,0,N,DCR,30000,,USDA NRCS,,,,VA,,0,-80.8216,37.11
VA03348,TRAVIS LAKE UPPER,2010-09-20,2013-02-27,GOLDENVALE CREEK TR,,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,FORT A P HILL,1940,,N,LOW,N,N,N,N,10,184.28,282,1896.4,2.45,ARMY,Y,5,N,,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.1616,38.1483
VA07914,TWIN LAKES DAM #3,2011-02-22,2013-03-12,QUARTER CREEK,ADVANCE MILLS,GREENE,VA,VA05,ROBERT HURT (R),R,PRIVATE,TWIN LAKES HOME OWNERS ASSOCIATION,1976,,N,LOW,Y,Y,Y,Y,29,162,500,,4.4,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-78.4416,38.2416
VA00913,WENNINGS DAM,,2013-03-12,TR-PARTRIDGE CREEK,STAPLETON,AMHERST,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,JAMES O. WENNING,1960,,N,LOW,N,N,N,N,40,80,,,0.07,,NR,0,N,DCR,,,,,,,VA,,0,-79.0483,37.4816
VA03306,WHITES LAKE,2010-09-20,2013-02-27,MARICOSSIC CREEK,,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,FORT A P HILL,1940,1974,N,LOW,Y,Y,Y,Y,17,1056.09,300,598.6,11.15,VDOT,Y,5,Y,DCR,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.0183,38.04
VA10906,WOOLFOLKS DAM NO. 1,,2013-03-12,TRIB. BEAVER CREEK,ST.RT.605,LOUISA,VA,VA07,ERIC CANTOR (R),R,NOT LISTED,GOODWIN,1975,,N,,Y,Y,Y,Y,28,98,475,332,,,NR,0,Y,DCR,18000,,USDA NRCS,,,,VA,,0,-77.9945,37.994
VA05902,BURKE LAKE DAM,2011-03-14,2013-03-12,SOUTH RUN,FORT BELVOIR,FAIRFAX,VA,VA10,FRANK R. WOLF (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1960,,N,HIGH,Y,Y,Y,Y,44,3190,1150,,3.14,WARREN C. PERROW,Y,0,Y,DCR,,,,,,,VA,,0,-77.2966,38.755
VA03314,CAMPBELLS DAM,,2013-03-12,TR-MATTAPONI RIVER,REED MILL,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,CLARENCE CAMPBELL JR.,1968,,N,,Y,Y,Y,Y,20,87,591,6100,,,NR,0,Y,DCR,14220,,USDA NRCS,,,,VA,,0,-77.3416,37.9316
VA05908,CHANTILLY COUNTRY CLUB DAM,,2013-03-12,FLATLICK CREEK,MANASSASS,FAIRFAX,VA,VA10,FRANK R. WOLF (R),R,PRIVATE,CHANTILLY INC,1960,,N,LOW,Y,Y,Y,Y,15,427.55,500,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.4721,38.8633
VA04905,CLEMENTS DAM,2010-09-08,2013-03-12,TEAR WALLET CREEK,STONY POINT MILLS,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,BRUCE & AMY DOMINICK,1959,,N,LOW,Y,Y,Y,Y,34.5,918,500,,1.2,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-78.26,37.4733
VA05308,COLEMAN DAM,2011-04-27,2013-03-12,WHITE OAK CREEK,DINWIDDIE,DINWIDDIE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,HOA,1830,,N,SIGNIFICANT,Y,Y,Y,Y,12,636,240,,0.34,,Y,0,Y,DCR,,,,,,,VA,,0,-77.695,37.11
VA04903,COLLINS UPPER DAM,2004-10-19,2013-03-12,TR-TEAR WALLET CREEK,STONY POINT MILLS,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,HAROLD W. COLLINS,1965,,N,LOW,Y,Y,Y,Y,27.89,220,285,,0.8,SCS,Y,0,Y,DCR,,,,,,,VA,,0,-78.26,37.4783
VA00323,COVE CREEK DAM,,2013-03-12,TRIB. COVE CREEK,FABER,ALBEMARLE,VA,VA05,ROBERT HURT (R),R,PRIVATE,STOLLZ FAMILY LIMITED PARTNERSHIP,1956,,N,,Y,Y,Y,Y,32,110,600,,,,N,0,Y,DCR,,,USDA NRCS,,,,VA,,0,-78.7178,37.8903
